# time,x(N),y(E),z(D),psi
7.761626442520020319e+00,2.567713269181890023e+00,1.870871257087250106e+00,-1.895119819921339932e+00,-7.748304815503409548e-01
7.800238026093330390e+00,2.532955826972639990e+00,1.933803502720649936e+00,-1.945116237014439919e+00,-7.718228297046449971e-01
7.838849609666639573e+00,2.489999975850039959e+00,1.989999980941149937e+00,-2.010000010329810127e+00,-7.740228005138349854e-01
7.888585153792320170e+00,2.423872825015080057e+00,2.054305098476940206e+00,-2.109556484913460039e+00,-7.725567552719060371e-01
7.938320697917990110e+00,2.352219911623340209e+00,2.114713530643160144e+00,-2.204877281096730091e+00,-7.716316213952010283e-01
7.988056242043669819e+00,2.275278037452220126e+00,2.171224894739189892e+00,-2.296230359031920187e+00,-7.701755219531120078e-01
8.037791786169350416e+00,2.193304173265230084e+00,2.224015973325539797e+00,-2.383818295816789945e+00,-7.674123372462370307e-01
8.087527330295019468e+00,2.106588212684549877e+00,2.273196245599999887e+00,-2.467875030556240024e+00,-7.664982600374430355e-01
8.137262874420699177e+00,2.015412908080779886e+00,2.318960656893600092e+00,-2.548592811683609849e+00,-7.679774737691660302e-01
8.186998418546370004e+00,1.920041616321189970e+00,2.361439574984519840e+00,-2.626157802885059844e+00,-7.709485501880020131e-01
8.236733962672049714e+00,1.820724850676509909e+00,2.400782992343789779e+00,-2.700725097497730154e+00,-7.746647192312440255e-01
8.286469506797729423e+00,1.717711857425969990e+00,2.437109680465720185e+00,-2.772439368752349864e+00,-7.789062555241750285e-01
8.336205050923400250e+00,1.611251125162630027e+00,2.470546057692919906e+00,-2.841423807636899834e+00,-7.834355038487490486e-01
8.385940595049079960e+00,1.501594064566029951e+00,2.501201798701819801e+00,-2.907789003554719809e+00,-7.881980187730649456e-01
8.435676139174750787e+00,1.388994298026190011e+00,2.529187294333119951e+00,-2.971627947293300043e+00,-7.931088550024669726e-01
8.485411683300430497e+00,1.273708842788749962e+00,2.554601941386410058e+00,-3.033019875238359919e+00,-7.981508054710160227e-01
8.535147227426099548e+00,1.155997416199999961e+00,2.577541792218069894e+00,-3.092028012284449900e+00,-8.032880337274229676e-01
8.584882771551779257e+00,1.036122707498909890e+00,2.598093949068850161e+00,-3.148701137929020177e+00,-8.085111238842529469e-01
8.634618315677460743e+00,9.143497883162150508e-01,2.616339836921549811e+00,-3.203072536097499867e+00,-8.138014762338859898e-01
8.684353859803129794e+00,7.909459686393599531e-01,2.632352544879259959e+00,-3.255160643813820087e+00,-8.191510306130670438e-01
8.734089403928809503e+00,6.661802554422160405e-01,2.646198201078500123e+00,-3.304968612548599971e+00,-8.245476415398670378e-01
8.783824948054480330e+00,5.403230103128729978e-01,2.657934756455269998e+00,-3.352484608094810081e+00,-8.299834268209610455e-01
8.833560492180160040e+00,4.136454256277239949e-01,2.667612593403640098e+00,-3.397681671407029924e+00,-8.354488115919660451e-01
8.883296036305839749e+00,2.864190881883370010e-01,2.675274046719669840e+00,-3.440517905190819903e+00,-8.409359251598299556e-01
8.933031580431510577e+00,1.589154651574979926e-01,2.680953754692640079e+00,-3.480936497806530028e+00,-8.464362174600089661e-01
8.982767124557190286e+00,3.140543273177009986e-02,2.684678587226180024e+00,-3.518865897462180037e+00,-8.519417752562830071e-01
9.032502668682859337e+00,-9.584122017970639340e-02,2.686467961645400138e+00,-3.554219938419049818e+00,-8.574443940028250166e-01
9.082238212808540823e+00,-2.225562592986720101e-01,2.686334021294940033e+00,-3.586898042601749825e+00,-8.629360538992150165e-01
9.131973756934220532e+00,-3.484734685496310158e-01,2.684282006430000145e+00,-3.616785417527479840e+00,-8.684085729229480410e-01
9.181709301059889583e+00,-4.733290855354749804e-01,2.680310604248029804e+00,-3.643753294661059794e+00,-8.738537607599230483e-01
9.231444845185569292e+00,-5.968622181573499663e-01,2.674412401846120169e+00,-3.667659165127319820e+00,-8.792632993680880027e-01
9.281180389311240120e+00,-7.188152969599900244e-01,2.666574305590649896e+00,-3.688346509770310089e+00,-8.846290416411249913e-01
9.330915933436919829e+00,-8.389336063929879739e-01,2.656777752629820188e+00,-3.705651883199410079e+00,-8.899358822946910053e-01
9.380651477562599538e+00,-9.569690344060139964e-01,2.645004256382720076e+00,-3.719373815185710086e+00,-8.952163796261389805e-01
9.430387021688270366e+00,-1.072673007902710030e+00,2.631217618453209894e+00,-3.729352462136020119e+00,-9.003336741815609612e-01
9.480122565813950075e+00,-1.185804937018740013e+00,2.615396453818390032e+00,-3.735347009368469973e+00,-9.055184392620160283e-01
9.529858109939619126e+00,-1.296130173959350040e+00,2.597510794630319975e+00,-3.737153375142709955e+00,-9.104634077007499604e-01
9.579593654065300612e+00,-1.403415073300829929e+00,2.577515102055099927e+00,-3.734543540814310170e+00,-9.154236226416599953e-01
9.629329198190969663e+00,-1.507433165366109939e+00,2.555385865174379934e+00,-3.727259367556989833e+00,-9.202111986923300346e-01
9.679064742316649372e+00,-1.607968389478330096e+00,2.531079257447029995e+00,-3.715059511805410164e+00,-9.249107493345799513e-01
9.728800286442330858e+00,-1.704797876808370027e+00,2.504557054500859969e+00,-3.697660827789139848e+00,-9.284427126541100472e-01
9.778535830567999909e+00,-1.797705495652150098e+00,2.475736128137540071e+00,-3.674786887687940151e+00,-9.293970393147239495e-01
9.828271374693679618e+00,-1.886439377708869936e+00,2.444490840972000090e+00,-3.646123984703789844e+00,-9.287120383576330518e-01
9.878006918819350446e+00,-1.970768716291730005e+00,2.410725399853550055e+00,-3.611365840872359900e+00,-9.269690649539139571e-01
